tRF,LA2CN4_1,LA2CN4_2,LA2CN4_3,LA2CN4_4,LA2CO4_1,LA2CO4_2,LA2CO4_3,LA2CO4_4,LA5CN4_1,LA5CN4_2,LA5CN4_3,LA5CN4_4,LA5CO4_1,LA5CO4_2,LA5CO4_3,LA5CO4_4
tRF-16-JMRPFQB,5.768100358,8.676684892,4.768594606,8.999306525,8.382504196,13.21252726,6.103382871,6.201405808,17.48916484,4.88178335,13.47937734,12.15161848,21.98827951,17.39674615,25.1911776,15.94086023
tRF-16-JMRPFQD,560.9477598,429.4959022,431.5578118,440.9660197,419.1252098,410.7894839,446.7676262,465.1054356,498.4411978,388.4504752,385.3516112,520.0892709,774.8669701,618.8271132,733.2432053,679.4791673
tRF-16-JMZLBS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-JN5PFQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-JNORRID,0,0,0,0,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-JNORRND,2.884050179,8.676684892,2.384297303,3.374739947,3.592501798,6.005694209,3.662029723,0,1.748916484,2.789590486,2.378713649,0.810107899,1.759062361,4.142082418,2.699054743,4.649417567
tRF-16-JNRPFQD,8.652150536,5.784456595,7.152891909,1.124913316,11.97500599,2.402277684,13.42744232,7.234973442,10.4934989,6.973976215,11.89356825,6.480863188,20.22921715,19.88199561,23.39180778,9.298835135
tRF-16-JOKP1M0,0,0,0,0,0,1.201138842,0,0,0.582972161,0,0,0.810107899,0,2.485249451,0,0.66420251
tRF-16-JOWU1M0,0,1.446114149,0,0,1.197500599,1.201138842,2.441353149,0,1.165944322,2.092192864,0.79290455,1.620215797,0.879531181,1.656832967,0.899684914,1.328405019
tRF-16-JQSSM80,2.884050179,1.446114149,1.192148651,3.374739947,2.395001199,6.005694209,1.220676574,0,4.080805128,10.46096432,5.550331848,9.721294782,11.43390535,6.627331868,8.996849145,11.29144266
tRF-16-JYSZ11D,0,4.338342446,4.768594606,0,0,0,0,0,0.582972161,0.697397621,0,0.810107899,0,0,0.899684914,0
tRF-16-JZL4Q40,0,1.446114149,0,0,0,1.201138842,2.441353149,2.067135269,0.582972161,0.697397621,0.79290455,0.810107899,3.518124722,0,0,0.66420251
tRF-16-K0JNOR0,0,0,0,0,0,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-K0SVRND,0,0,1.192148651,0,1.197500599,0,0,2.067135269,0.582972161,0,0.79290455,0,0,0,1.799369829,1.328405019
tRF-16-K1MKE1B,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0.828416484,0,0
tRF-16-K2821I0,4.326075268,2.892228297,0,0,1.197500599,1.201138842,1.220676574,1.033567635,1.748916484,0.697397621,0,0,0,0,0.899684914,0
tRF-16-K2R9M3E,1.442025089,0,0,1.124913316,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-K34ZM00,0,0,1.192148651,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-K3NWB10,4.326075268,0,1.192148651,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-K53KOVD,0,0,0,0,0,0,0,0,0,0,0,0,1.759062361,0,0.899684914,0
tRF-16-K53SW1B,1.442025089,1.446114149,0,0,0,0,0,0,1.748916484,2.092192864,3.171618199,0,2.638593542,3.313665934,0.899684914,0.66420251
tRF-16-K5J0W1B,0,1.446114149,2.384297303,0,0,1.201138842,0,0,0.582972161,0.697397621,2.378713649,3.240431594,3.518124722,1.656832967,0.899684914,2.656810038
tRF-16-K5NSW1B,0,0,0,4.499653262,1.197500599,0,0,0,0.582972161,0,0,0,1.759062361,1.656832967,0.899684914,2.656810038
tRF-16-K5QKF1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899684914,0
tRF-16-K7VZ0RB,0,1.446114149,0,1.124913316,2.395001199,1.201138842,0,3.100702904,0,1.394795243,1.585809099,1.620215797,0,0,0,0.66420251
tRF-16-K7VZ41B,0,1.446114149,0,0,0,0,0,1.033567635,0,0.697397621,0,0,0,0.828416484,0,0
tRF-16-K87SERD,1.442025089,0,0,1.124913316,1.197500599,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-K8KDP1B,70.65922938,96.88964796,89.41114886,115.8660715,83.82504196,81.67744125,79.34397733,64.08119334,57.1312718,52.30482161,75.32593222,84.25122145,97.62796104,100.2383945,112.4606143,102.951389
tRF-16-K8M0W1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-K8QJP1B,10.09417563,8.676684892,15.49793247,16.87369973,27.54251379,19.21822147,15.86879547,19.63778506,18.65510916,17.43494054,26.16585014,24.30323696,36.94030958,40.59240769,35.98739658,37.85954305
tRF-16-K91O7VB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-KE6KM80,1.442025089,0,0,3.374739947,0,4.804555367,3.662029723,0,2.914860806,8.368771458,10.30775915,7.290971087,13.19296771,11.59783077,21.59243795,12.61984768
tRF-16-KF9MVH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-KHM26R0,0,0,1.192148651,0,1.197500599,2.402277684,0,0,0,0.697397621,0,0,0,0.828416484,0,0
tRF-16-KHM2OR0,0,0,0,0,0,0,1.220676574,1.033567635,0,0.697397621,0,0,0,0,0,0.66420251
tRF-16-KJ5R5ND,0,4.338342446,0,0,1.197500599,0,1.220676574,1.033567635,0,0,0.79290455,0.810107899,0,1.656832967,0,0
tRF-16-KJDR5ND,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0,0,0,0
tRF-16-KJWB61B,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656832967,0,1.328405019
tRF-16-KK5Y93E,4.326075268,7.230570743,3.576445954,5.624566578,3.592501798,3.603416526,1.220676574,3.100702904,18.072137,14.64535005,20.61551829,24.30323696,29.02452896,22.36724506,24.29149269,19.26187278
tRF-16-KKM1M3E,0,0,0,1.124913316,1.197500599,1.201138842,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-KKRSL3E,1.442025089,0,0,0,0,1.201138842,0,0,0,0,0,0.810107899,0,3.313665934,2.699054743,0
tRF-16-KMJKE1B,0,0,0,0,0,0,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-KNNVOR0,0,0,0,0,2.395001199,1.201138842,1.220676574,0,0,0.697397621,0,0,0,0,0.899684914,0
tRF-16-KNR3YRD,0,0,0,0,0,0,1.220676574,0,0,0.697397621,0,0,0,0,0,0
tRF-16-KNR7VJD,1.442025089,2.892228297,2.384297303,1.124913316,0,3.603416526,2.441353149,2.067135269,0,0.697397621,0.79290455,0,0,0,0,0
tRF-16-KQ3SW1B,5.768100358,2.892228297,2.384297303,3.374739947,5.987502997,8.407971893,13.42744232,8.268541077,8.161610257,9.763566701,13.47937734,12.96172638,27.2654666,19.88199561,17.99369829,11.29144266
tRF-16-KQWYL1D,0,0,0,0,0,2.402277684,1.220676574,0,0,0,1.585809099,0,0.879531181,0,0.899684914,0.66420251
tRF-16-KRYNW5D,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-KS3W2V0,0,1.446114149,0,0,2.395001199,4.804555367,1.220676574,3.100702904,0,0,0,0,0,0,0,0
tRF-16-KS76DR0,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-KS8WP9D,0,2.892228297,2.384297303,0,2.395001199,2.402277684,0,1.033567635,1.165944322,1.394795243,1.585809099,1.620215797,3.518124722,0.828416484,1.799369829,0.66420251
tRF-16-KSLP7SB,0,0,0,0,0,0,1.220676574,0,0,0,0,0,0,0,0,0
tRF-16-KV08K1B,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-KY8PQ1B,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-L0H5RND,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,1.656832967,0,0
tRF-16-L0HVRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-L2RPM2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-L2RRM3E,0,0,0,0,0,2.402277684,0,1.033567635,0,0,0,0,1.759062361,1.656832967,0,0
tRF-16-L4OY4ED,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0,0,0,0.66420251
tRF-16-L4PU73E,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-L4Q4R90,0,0,0,1.124913316,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-L578Q1B,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-L61MQKE,0,0,0,1.124913316,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-L7S5QKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-L7SXSBD,0,0,1.192148651,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-L85D9KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-L85DMKE,0,0,0,3.374739947,4.790002398,4.804555367,7.324059446,5.167838173,1.165944322,0.697397621,1.585809099,3.240431594,1.759062361,2.485249451,2.699054743,2.656810038
tRF-16-L85J3KE,5.768100358,13.01502734,8.34504056,2.249826631,9.580004795,12.01138842,24.41353149,21.70492033,16.32322051,20.92192864,23.78713649,23.49312906,13.19296771,23.19566154,17.09401337,17.26926525
tRF-16-L8K87SB,0,1.446114149,0,0,0,0,1.220676574,1.033567635,0.582972161,0,0,0,0,0,0,0
tRF-16-L981PV0,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-LB3KMBB,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-LBRR33E,0,0,0,1.124913316,0,0,0,1.033567635,0,0,2.378713649,3.240431594,0,0,0.899684914,0.66420251
tRF-16-LBRRN2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LBRY73E,1.442025089,1.446114149,0,1.124913316,0,1.201138842,1.220676574,2.067135269,0,0.697397621,0,0.810107899,0.879531181,0,0.899684914,0
tRF-16-LE2WMKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LE3V8F0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LIK8980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LIK8V80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LJQI6IE,0,0,0,2.249826631,0,0,0,0,0,0,0,0,0,0.828416484,1.799369829,0
tRF-16-LJR7DJB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-LJR7DJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LKKSR9B,0,0,0,0,0,0,0,0,1.165944322,0,0,0,0,0,0,0
tRF-16-LKZ419B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-LL5FX2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LM3KZS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LMK8J7D,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-LMKWEKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LN3JWB0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNK88KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNK8KD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNK8KQ0,0,1.446114149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNK8QJ0,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-LNKSEK0,0,0,0,0,0,0,0,1.033567635,1.165944322,0,0,0,0,0,0,0.66420251
tRF-16-LO9D5HD,0,0,0,1.124913316,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LP21W3E,0,0,0,0,0,0,0,0,0,1.394795243,0,0,0,0,0,0.66420251
tRF-16-LPD3380,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-LQ94760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LQWJ9XB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LR6LQ60,0,0,0,0,0,0,0,0,0,0,0,0,1.759062361,0.828416484,0,0
tRF-16-LR6XQ60,0,0,0,0,0,0,0,1.033567635,0,0.697397621,0,0,0.879531181,1.656832967,0,0.66420251
tRF-16-LRJ4PXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LSN3S30,1.442025089,2.892228297,0,2.249826631,4.790002398,0,6.103382871,5.167838173,0,0,0,0,0,0,0,0
tRF-16-LUD3KS0,0,0,2.384297303,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-LV1NLED,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-LW67D8B,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-LW947L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LWND8PB,0,0,0,0,0,0,0,0,0,0.697397621,0,0.810107899,0,0,0,0.66420251
tRF-16-LWRNLDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LWRNLED,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-LX1MQKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LY7L73B,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0,0,0.899684914,0.66420251
tRF-16-LZM3Q0B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LZNL7L0,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0,0,0,0
tRF-16-M0IBB7E,5.768100358,2.892228297,0,0,2.395001199,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-M0NK5YE,1.442025089,2.892228297,7.152891909,1.124913316,5.987502997,3.603416526,3.662029723,6.201405808,19.23808132,16.73754292,24.58004104,17.01226587,36.0607784,38.93557473,41.38550606,53.13620077
tRF-16-M0Q4R90,1.442025089,0,0,0,0,1.201138842,0,1.033567635,0,0.697397621,0,0,0,0,0,0.66420251
tRF-16-M1M3WDE,0,1.446114149,0,0,4.790002398,3.603416526,1.220676574,0,0.582972161,2.092192864,0,0,0.879531181,2.485249451,0,0
tRF-16-M1M3WEE,0,0,0,0,4.790002398,7.206833051,6.103382871,2.067135269,0,0,0,0,0,0,0,0
tRF-16-M26RRNE,1.442025089,0,2.384297303,4.499653262,5.987502997,12.01138842,3.662029723,3.100702904,3.497832967,5.579180972,5.550331848,2.430323696,4.397655903,5.798915385,2.699054743,3.321012548
tRF-16-M2ORRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-M2ORRNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-M2OSRND,0,0,2.384297303,3.374739947,1.197500599,4.804555367,7.324059446,3.100702904,1.165944322,0.697397621,0,0,0,0.828416484,1.799369829,0.66420251
tRF-16-M3Q01MD,0,0,0,0,0,0,0,1.033567635,0.582972161,0,0,0,0,0,0,0
tRF-16-M664PU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-M759MED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-M7QZ0HD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-M830MME,0,0,0,0,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-M83O9EB,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-M8LOML0,0,0,0,0,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-M8ZLSSE,7.210125447,4.338342446,7.152891909,2.249826631,11.97500599,8.407971893,4.882706297,9.302108711,0.582972161,1.394795243,0,1.620215797,0.879531181,0.828416484,0,0.66420251
tRF-16-M9P90HD,0,0,0,0,1.197500599,1.201138842,0,1.033567635,0,0,0,0,0,0.828416484,0.899684914,0
tRF-16-MBQ4NKD,609.9766128,550.9694907,673.5639881,529.8341716,318.5351594,221.0095469,308.8311733,336.9430489,2277.672234,2851.658874,3026.516666,3030.613648,4775.85431,4767.536863,5519.56695,4852.663535
tRF-16-ME6KM80,12.9782258,7.230570743,8.34504056,10.12421984,14.37000719,14.4136661,10.98608917,16.53708215,18.65510916,43.93605015,24.58004104,16.20215797,58.9285891,45.5629066,53.98109487,28.56070791
tRF-16-MEF91S0,7.210125447,2.892228297,4.768594606,1.124913316,3.592501798,1.201138842,2.441353149,7.234973442,22.73591429,19.5271334,14.27228189,15.39205007,24.62687306,30.65140989,28.78991726,24.57549286
tRF-16-MEJB5YB,0,0,0,0,0,0,0,0,0,0.697397621,0.79290455,0,0,0,0,0
tRF-16-MEJB5YD,0,0,0,0,0,0,0,1.033567635,0,0.697397621,0,0,0.879531181,0,0,0.66420251
tRF-16-MH34QX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MI7O3BB,0,0,2.384297303,0,0,0,1.220676574,0,0,0.697397621,0,0.810107899,0,0,0,0
tRF-16-MIF91S0,0,1.446114149,0,0,0,0,0,0,0.582972161,1.394795243,1.585809099,1.620215797,0.879531181,0,0,1.328405019
tRF-16-MIF91SB,0,0,0,0,0,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-MIMYSX0,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0.828416484,0,0.66420251
tRF-16-MK5XQ6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799369829,0
tRF-16-MK7LQ60,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-MKQ4R90,0,0,1.192148651,1.124913316,1.197500599,1.201138842,0,1.033567635,0,0.697397621,0,0,0.879531181,1.656832967,0,0
tRF-16-ML5F82D,17.30430107,11.56891319,5.960743257,7.874393209,3.592501798,7.206833051,9.765412594,6.201405808,37.31021832,41.84385729,53.12460483,55.897445,68.60343208,84.49848132,81.87132721,73.06227606
tRF-16-ML5FU2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-ML5H4VE,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0,0,0,0
tRF-16-ML5HMVE,0,0,0,0,0,0,0,0,0.582972161,0,0.79290455,0,0.879531181,0,2.699054743,0.66420251
tRF-16-ML5IHPB,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-MLQHWUD,0,1.446114149,1.192148651,0,0,1.201138842,0,2.067135269,0,3.486988107,2.378713649,3.240431594,4.397655903,8.284164836,4.498424572,4.649417567
tRF-16-MMUKLY0,0,1.446114149,0,3.374739947,1.197500599,2.402277684,6.103382871,3.100702904,5.246749451,7.671373836,1.585809099,4.860647391,10.55437417,9.940997803,3.598739658,5.313620077
tRF-16-MMUKLYD,0,0,3.576445954,0,1.197500599,2.402277684,0,2.067135269,7.578638096,2.092192864,3.171618199,4.860647391,10.55437417,8.284164836,11.69590389,5.977822586
tRF-16-MNF91S0,0,0,0,0,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-MNFV7S0,0,0,0,0,0,0,0,0,0.582972161,0.697397621,0,0,0,0.828416484,1.799369829,0
tRF-16-MNFVIS0,0,0,0,0,0,0,0,0,1.165944322,1.394795243,1.585809099,1.620215797,4.397655903,1.656832967,2.699054743,1.992607529
tRF-16-MNFVNS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-MNH5ISD,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0.828416484,0,0.66420251
tRF-16-MNH5SYD,14.42025089,20.24559808,19.07437842,34.87231278,21.55501079,20.41936031,26.85488463,20.67135269,57.71424396,62.76578593,48.36717753,52.6570134,73.88061917,103.5520604,75.57353281,102.2871865
tRF-16-MNK47LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MNKL7L0,0,0,0,0,0,0,0,1.033567635,0.582972161,0,0,0,0.879531181,1.656832967,0,0.66420251
tRF-16-MO0KFMD,0,0,0,0,0,0,0,0,0.582972161,0,0.79290455,0,0.879531181,0.828416484,0,0.66420251
tRF-16-MO0UFMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MP9P9MB,0,0,0,0,1.197500599,0,0,0,0.582972161,0.697397621,0,0,0,0,0,1.992607529
tRF-16-MP9PMNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MPW4PU0,0,1.446114149,0,0,0,0,0,0,1.165944322,6.973976215,2.378713649,1.620215797,0,2.485249451,2.699054743,0.66420251
tRF-16-MQ5JK80,4.326075268,0,0,0,1.197500599,0,0,2.067135269,0,3.486988107,0,0.810107899,3.518124722,4.142082418,0,0
tRF-16-MQ6KM80,1.442025089,0,0,1.124913316,0,1.201138842,0,0,0.582972161,0,0,0,1.759062361,0,0,0
tRF-16-MU7SF7D,0,0,0,0,1.197500599,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MU7SH7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MUO9YED,0,0,1.192148651,0,0,0,0,1.033567635,1.165944322,0,0,0,0.879531181,0,0,0
tRF-16-MXQFSKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MZ3L7L0,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,1.656832967,0.899684914,0
tRF-16-MZNLQHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-N0RRR3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-N24YDR0,0,0,0,0,0,2.402277684,0,0,0,1.394795243,0,0,0,0,0,0
tRF-16-N4QFI2D,0,0,0,1.124913316,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-N4QLS8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-N5ORNQE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-NB8PLMD,2.884050179,8.676684892,3.576445954,4.499653262,1.197500599,2.402277684,7.324059446,1.033567635,8.161610257,11.15836194,6.343236398,10.53140268,5.277187083,4.970498901,9.896534059,8.634632625
tRF-16-NDY8HOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-NFLWRND,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-NIDRIW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-NKMB01B,0,2.892228297,0,0,1.197500599,1.201138842,2.441353149,1.033567635,0.582972161,0,0.79290455,0.810107899,0.879531181,0.828416484,1.799369829,0.66420251
tRF-16-NMEH620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-NMIH62D,0,0,0,0,0,0,0,0,0,0.697397621,0.79290455,0,0,0,0,0
tRF-16-NPLPMJB,0,0,0,0,1.197500599,0,0,0,1.165944322,0.697397621,2.378713649,4.050539493,3.518124722,5.798915385,1.799369829,2.656810038
tRF-16-NPRV500,0,0,0,0,0,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-NPSV9ND,0,2.892228297,0,0,0,0,1.220676574,0,0,0.697397621,0.79290455,0,0.879531181,0,0,0.66420251
tRF-16-NS5J7KE,0,2.892228297,1.192148651,0,1.197500599,1.201138842,2.441353149,3.100702904,0,0,0,0,2.638593542,1.656832967,0.899684914,1.328405019
tRF-16-NSRV500,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-NUB6QZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-NVORRND,0,0,0,0,0,1.201138842,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-NWB162E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-NY2V7KE,1.442025089,4.338342446,4.768594606,2.249826631,4.790002398,3.603416526,3.662029723,1.033567635,12.24241539,13.94795243,23.78713649,17.82237377,28.14499778,28.16616044,24.29149269,25.90389787
tRF-16-NY2WI00,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-NYDRFUE,2.884050179,0,1.192148651,2.249826631,2.395001199,2.402277684,0,3.100702904,14.57430403,20.22453102,16.65099554,28.35377645,11.43390535,31.47982638,9.896534059,23.91129035
tRF-16-NYRV500,0,0,0,0,0,0,0,0,0.582972161,0,0.79290455,0,0.879531181,0.828416484,0,0
tRF-16-O045DBD,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,1.992607529
tRF-16-O0789ND,0,0,0,0,0,0,0,2.067135269,0.582972161,0,0,0,0,0.828416484,0,0
tRF-16-O0SRMND,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-O2WHR90,0,0,0,0,0,1.201138842,0,0,0,0.697397621,1.585809099,0,0,0,0,0
tRF-16-O2Z0R90,0,1.446114149,0,0,0,0,0,1.033567635,0,2.092192864,0,0,0,0,1.799369829,0
tRF-16-O2ZFR90,0,0,0,0,0,1.201138842,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-O6M83OE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-O7M8LOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0.66420251
tRF-16-O7M8LOE,0,0,0,0,0,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-OB9ZFH0,0,1.446114149,0,1.124913316,0,0,0,1.033567635,0,0,0,0.810107899,0.879531181,0.828416484,0,0
tRF-16-ODMJ6BD,1.442025089,0,1.192148651,0,0,0,0,0,0,0,0,0.810107899,0,0,0,0
tRF-16-OK8Y190,1.442025089,0,0,0,0,2.402277684,1.220676574,2.067135269,0,0,0.79290455,0,0,0,0.899684914,0.66420251
tRF-16-OKNH990,0,0,2.384297303,2.249826631,1.197500599,2.402277684,2.441353149,6.201405808,0.582972161,1.394795243,0,0.810107899,0,0,0,0
tRF-16-OKW4190,0,0,0,1.124913316,0,0,0,2.067135269,0,0,0,0,0.879531181,0,0,0
tRF-16-OKZH99B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-OMK1QVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-OOJ0QXD,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-OQIMLW0,0,0,0,0,1.197500599,0,0,1.033567635,0.582972161,0,1.585809099,0,1.759062361,0,0.899684914,0.66420251
tRF-16-ORNQY1D,0,0,1.192148651,0,1.197500599,0,0,1.033567635,0,0.697397621,0,0.810107899,0,0,0,0
tRF-16-OSRN2ND,0,0,0,0,0,0,0,3.100702904,0,0,0,0,0,0,0,0
tRF-16-OSRNLND,2.884050179,1.446114149,0,0,0,2.402277684,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-P3X1M3E,0,0,0,1.124913316,0,0,0,1.033567635,0,0,0,0.810107899,3.518124722,0,0,0
tRF-16-P41M3KE,1.442025089,0,0,0,0,0,0,1.033567635,1.748916484,1.394795243,3.171618199,4.050539493,0.879531181,1.656832967,1.799369829,0.66420251
tRF-16-P42U6RD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-P45J7KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
